episode,timestep,reward
1087,2160000,4141.9997
1089,2164000,4191.6933
1091,2168000,4200.2321
1093,2172000,4256.7752
1095,2176000,4142.4548
1097,2180000,4198.0436
1099,2184000,4242.0053
1101,2188000,4215.0696
1103,2192000,4184.5613
1105,2196000,4146.6841
1107,2200000,4223.1006
1109,2204000,4235.8736
1111,2208000,4157.5449
1113,2212000,4248.2909
1115,2216000,4213.3667
1117,2220000,4203.4664
1119,2224000,4225.3487
1121,2228000,4241.8129
1123,2232000,4202.2909
1125,2236000,4225.14
1127,2240000,4222.6169
1129,2244000,4189.1547
1131,2248000,4270.9509
1133,2252000,4252.6046
1135,2256000,4240.7053
1137,2260000,4244.7444
1139,2264000,4226.824
1141,2268000,4238.2011
1143,2272000,4175.7232
1145,2276000,4309.1466
1147,2280000,4218.1817
1149,2284000,4325.8098
1151,2288000,4268.7353
1153,2292000,4315.3363
1155,2296000,4324.2949
1157,2300000,4225.9642
1159,2304000,4209.6517
1161,2308000,4237.2863
1163,2312000,4246.2425
1165,2316000,4223.955
1167,2320000,4241.0485
1169,2324000,4251.4029
1171,2328000,4243.8988
1173,2332000,4259.321
1175,2336000,4254.6818
1177,2340000,4313.0712
1179,2344000,4291.2982
1181,2348000,4294.565
1183,2352000,4329.5076
1185,2356000,4228.3741
1187,2360000,4292.2202
1189,2364000,4225.5485
1191,2368000,4231.8701
1193,2372000,4277.5388
1195,2376000,4293.927
1197,2380000,4226.6604
1199,2384000,4226.2019
1201,2388000,4292.5464
1203,2392000,4264.3538
1205,2396000,4265.7056
1207,2400000,4264.4721
1209,2404000,4287.1613
1211,2408000,4244.6461
1213,2412000,4289.7896
1215,2416000,4221.5919
1217,2420000,4304.9656
1219,2424000,4316.2696
1221,2428000,4344.5399
1223,2432000,4223.8944
1225,2436000,4303.0005
1227,2440000,4279.2452
1229,2444000,4281.607
1231,2448000,4361.9729
1233,2452000,4224.2373
1235,2456000,4266.6374
1237,2460000,4283.2949
1239,2464000,4306.4194
1241,2468000,4299.2652
1243,2472000,4283.9643
1245,2476000,4241.3285
1247,2480000,4272.5326
1249,2484000,4286.3861
1251,2488000,4314.2929
1253,2492000,4327.2105
1255,2496000,4310.2843
1257,2500000,4303.8113
1259,2504000,4331.8371
1261,2508000,4349.7298
1263,2512000,4363.9961
1265,2516000,4356.3611
1267,2520000,4365.0191
1269,2524000,4327.7334
1271,2528000,4337.8964
1273,2532000,4377.9559
1275,2536000,4323.1198
1277,2540000,4357.769
1279,2544000,4366.385
1281,2548000,4317.6385
1283,2552000,4320.3398
1285,2556000,4347.8433
1287,2560000,4289.7378
1289,2564000,4386.3938
1291,2568000,4340.1423
1293,2572000,4347.049
1295,2576000,4376.1184
1297,2580000,4345.8005
1299,2584000,4364.0708
1301,2588000,4376.5358
1303,2592000,4363.7958
1305,2596000,4362.5143
1307,2600000,4353.8738
1309,2604000,4376.5602
1311,2608000,4358.6418
1313,2612000,4387.3665
1315,2616000,4405.3496
1317,2620000,4406.3344
1319,2624000,4392.1245
1321,2628000,4382.7995
1323,2632000,4447.9931
1325,2636000,4343.9983
1327,2640000,4340.5452
1329,2644000,4374.4945
1331,2648000,4380.2076
1333,2652000,4421.1296
1335,2656000,4375.8238
1337,2660000,4364.5624
1339,2664000,4345.6547
1341,2668000,4391.4434
1343,2672000,4360.3646
1345,2676000,4429.7407
1347,2680000,4404.0623
1349,2684000,4388.0565
1351,2688000,4383.1312
1353,2692000,4398.0901
1355,2696000,4369.1996
1357,2700000,4244.2879
1359,2704000,4449.1852
1361,2708000,4384.8988
1363,2712000,4402.3996
1365,2716000,4361.8963
1367,2720000,4353.7802
1369,2724000,4380.3172
1371,2728000,4397.1336
1373,2732000,4376.5128
1375,2736000,4365.1635
1377,2740000,4364.1165
1379,2744000,4393.6638
1381,2748000,4397.1457
1383,2752000,4394.4413
1385,2756000,4384.5002
1387,2760000,4407.6967
1389,2764000,4404.2105
1391,2768000,4364.5341
1393,2772000,4380.5255
1395,2776000,4397.2375
1397,2780000,4399.4393
1399,2784000,4435.0486
1401,2788000,4355.951
1403,2792000,4391.3876
1405,2796000,4381.0349
1407,2800000,4366.0303
1409,2804000,4367.6397
1411,2808000,4368.4015
1413,2812000,4377.3336
1415,2816000,4448.5438
1417,2820000,4448.5728
1419,2824000,4367.0848
1421,2828000,4442.2969
1423,2832000,4394.8796
1425,2836000,4369.1937
1427,2840000,4362.001
1429,2844000,4396.0868
1431,2848000,4404.3743
1433,2852000,4367.2138
1435,2856000,4408.7002
1437,2860000,4389.3795
1439,2864000,4396.4698
1441,2868000,4359.0299
1443,2872000,4428.3606
1445,2876000,4372.8549
1447,2880000,4401.7819
1449,2884000,4394.515
1451,2888000,4413.4832
1453,2892000,4457.3357
1455,2896000,4438.5668
1457,2900000,4377.7749
1459,2904000,4375.9904
1461,2908000,4412.7445
1463,2912000,4427.5726
1465,2916000,4384.0344
1467,2920000,4454.2804
1469,2924000,4393.7862
1471,2928000,4381.8741
1473,2932000,4406.689
1475,2936000,4391.1889
1477,2940000,4445.7865
1479,2944000,4384.4113
1481,2948000,4398.3705
1483,2952000,4417.9321
1485,2956000,4386.6748
1487,2960000,4386.5961
1489,2964000,4449.4007
1491,2968000,4386.0518
1493,2972000,4394.9756
